4.000000	-27.716172	50.289219	49.038477
3.975000	-27.787439	50.446719	49.044805
3.950000	-27.809295	50.427656	49.057383
3.925000	-27.888195	50.506484	49.054492
3.900000	-27.971454	50.467383	49.109766
3.875000	-27.980768	50.627813	49.094609
3.850000	-28.066231	50.636328	49.130703
3.825000	-28.135556	50.626563	49.051914
3.800000	-28.161949	50.838945	49.011797
3.775000	-28.246714	50.802813	49.106523
3.750000	-28.296039	50.811172	49.008008
3.725000	-28.372345	50.822031	49.048711
3.700000	-28.423317	50.884180	49.055312
3.675000	-28.475071	50.996797	49.070937
3.650000	-28.555983	51.101523	49.076953
3.625000	-28.569053	51.143008	49.044766
3.600000	-28.657407	51.212695	49.053555
3.575000	-28.699896	51.285391	49.074766
3.550000	-28.780087	51.168984	49.002383
3.525000	-28.838509	51.254687	49.030625
3.500000	-28.922361	51.215703	49.063672
3.475000	-28.959776	51.485664	49.083828
3.450000	-29.025006	51.456133	49.030273
3.425000	-29.113868	51.409023	48.988477
3.400000	-29.158330	51.590078	49.020234
3.375000	-29.259875	51.435937	48.951563
3.350000	-29.275552	51.655156	49.060039
3.325000	-29.326765	51.861250	48.995430
3.300000	-29.389093	51.844687	49.034648
3.275000	-29.426389	51.980898	49.012187
3.250000	-29.511429	52.016914	49.038906
3.225000	-30.214798	49.093555	49.049062
3.200000	-30.637544	47.444063	49.037227
3.175000	-30.649331	47.680977	49.014102
3.150000	-30.706791	47.812656	49.031094
3.125000	-30.736239	48.053789	48.980547
3.100000	-30.960523	47.361680	49.022852
3.075000	-30.972140	47.757305	49.060117
3.050000	-31.014906	47.932422	49.027461
3.025000	-31.207907	47.399062	49.026094
3.000000	-31.391999	46.963789	49.035859
2.975000	-31.424844	47.174609	48.977461
2.950000	-31.535674	47.047539	48.976094
2.925000	-31.456646	47.572695	49.054727
2.900000	-31.639207	47.311953	49.023164
2.875000	-31.714261	47.260742	48.935117
2.850000	-31.831101	47.180742	49.012344
2.825000	-31.862119	47.221211	49.003359
2.800000	-31.998214	47.169375	48.998164
2.775000	-32.028103	47.270234	48.969648
2.750000	-32.165506	47.038242	48.949961
2.725000	-32.365257	46.495977	48.923906
2.700000	-32.354945	46.947305	48.935703
2.675000	-32.513811	46.621680	48.958906
2.650000	-32.520549	46.950000	48.997539
2.625000	-32.918175	45.523477	48.906328
2.600000	-33.100636	45.070625	49.003086
2.575000	-33.193414	45.058906	48.916133
2.550000	-33.264855	45.100117	48.976562
2.525000	-33.399415	44.825039	48.953125
2.500000	-33.436316	45.190977	48.988281
2.475000	-33.539894	44.989727	48.976758
2.450000	-33.606769	45.150977	48.963359
2.425000	-33.678012	45.153789	48.948359
2.400000	-33.822664	44.726602	48.961758
2.375000	-33.946587	44.894531	48.930664
2.350000	-34.021679	44.798828	48.950195
2.325000	-34.116504	44.742773	48.972813
2.300000	-34.209835	44.706406	48.935547
2.275000	-34.198202	45.142383	48.897813
2.250000	-34.417525	44.630273	48.968398
2.225000	-34.457638	44.823555	48.921836
2.200000	-34.601276	44.701250	48.968359
2.175000	-34.710198	44.663945	48.917891
2.150000	-34.720023	44.951641	48.903867
2.125000	-34.925565	44.422305	48.947617
2.100000	-35.002691	44.482031	48.930781
2.075000	-35.091186	44.429141	48.961836
2.050000	-35.120985	44.764570	48.930469
2.025000	-35.250013	44.765586	48.920156
2.000000	-35.361931	44.680469	48.885703
1.975000	-35.433925	44.671875	48.866563
1.950000	-35.593443	44.581406	48.877109
1.925000	-35.626043	44.701016	48.888750
1.900000	-35.726753	44.777969	48.860430
1.875000	-35.796549	44.829531	48.882969
1.850000	-35.905549	44.701250	48.866484
1.825000	-35.980392	44.786328	48.850313
1.800000	-36.134245	44.570117	48.827656
1.775000	-36.206520	44.791562	48.899883
1.750000	-36.270137	44.829844	48.895430
1.725000	-36.407692	44.829258	48.929258
1.700000	-36.449811	44.971680	48.854062
1.675000	-36.663621	44.562734	48.832734
1.650000	-36.720181	44.627539	48.830703
1.625000	-36.806504	44.653633	48.813828
1.600000	-36.895029	44.739219	48.837187
1.575000	-37.009311	44.769687	48.837383
1.550000	-37.076719	44.887383	48.817305
1.525000	-37.211360	44.898438	48.791484
1.500000	-37.276078	45.131914	48.831562
1.475000	-37.397998	45.038164	48.844141
1.450000	-37.476367	45.102734	48.841367
1.425000	-37.639957	44.830391	48.823320
1.400000	-37.663317	45.288555	48.822891
1.375000	-37.775496	45.141953	48.807617
1.350000	-37.869783	45.097852	48.790937
1.325000	-37.973661	45.385742	48.783477
1.300000	-38.111720	45.022773	48.738398
1.275000	-38.216837	45.271563	48.802266
1.250000	-38.313569	45.619062	48.754648
1.225000	-38.379182	45.661055	48.766797
1.200000	-38.509267	45.603125	48.794063
1.175000	-38.668250	45.730078	48.795937
1.150000	-38.723581	45.932656	48.752969
1.125000	-38.805955	46.061641	48.719062
1.100000	-38.887041	46.027891	48.697812
1.075000	-39.098525	46.075625	48.774766
1.050000	-39.180912	46.404492	48.665039
1.025000	-39.313734	46.392578	48.712852
1.000000	-39.422140	46.723281	48.683789
0.975000	-39.635994	46.786602	48.741406
0.950000	-39.859101	47.103828	48.633867
0.925000	-39.992353	47.600898	48.689258
0.900000	-40.122433	47.892148	48.658281
0.875000	-40.198373	48.090117	48.639844
0.850000	-40.296323	48.106836	48.587852
0.825000	-40.377626	48.417305	48.612969
0.800000	-40.461113	48.515391	48.622734
0.775000	-40.540892	48.928125	48.583906
0.750000	-40.625018	49.228281	48.557734
0.725000	-40.705153	49.511133	48.531914
0.700000	-40.782227	49.869648	48.546914
0.675000	-40.861411	50.152109	48.545039
0.650000	-40.935744	50.491914	48.512500
0.625000	-41.018096	50.896367	48.492930
0.600000	-41.089645	51.290703	48.369570
0.575000	-41.165391	51.805508	48.406523
0.550000	-41.246421	52.274336	48.378945
0.525000	-41.332675	52.721133	48.435664
0.500000	-41.407664	53.252383	48.386055
0.475000	-41.488551	53.803477	48.282305
0.450000	-41.560728	54.548867	48.304297
0.425000	-41.642688	55.237109	48.305469
0.400000	-41.722180	56.099844	48.259492
0.375000	-41.796296	57.085977	48.213555
0.350000	-41.868602	58.073047	48.108203
0.325000	-41.945762	59.194531	48.083359
0.300000	-42.019723	60.515547	48.075898
0.275000	-42.095686	62.061133	47.963984
0.250000	-42.172455	63.795430	47.880859
0.225000	-42.245809	65.879180	47.895312
0.200000	-42.324644	68.431328	47.713672
0.175000	-42.401958	71.508828	47.565469
0.150000	-42.479017	75.478906	47.439023
0.125000	-42.556334	80.587109	47.256172
0.100000	-42.630597	87.862891	47.011250
0.075000	-42.687273	98.514414	46.662930
0.050000	-42.780817	83.364883	46.075039
0.025000	-42.858392	48.210625	44.679688
